Transaction ID,Date,Location ID,SKU,Quantity,Value ($)
348ab564-21d1-4c0d-98d7-42419d950032,2021-02-10,0003,Alpha,1,99.99
3ee4c7a5-a68f-4d1c-8b90-7011498b7dc6,2021-02-10,0003,Alpha,1,99.99
206a8906-79d2-42fa-9e96-aa63618f103b,2021-02-10,0002,Alpha,1,99.99
06d73bd2-8969-421d-b340-b4b28cb5e568,2021-02-11,0008,Beta,1,79.99
38fa8217-4fa6-4714-9c6c-c852aee3bf84,2021-02-11,0008,Gamma,1,39.99
ca15f9b6-1b4c-4d48-b743-8bb9be59cba9,2021-02-11,0006,Gamma,1,39.99
a98d1f4e-730c-4735-8a4b-9ec53fe3eaae,2021-02-11,0006,Gamma,1,39.99
97030cab-8d6f-4f63-af84-a712add8e3f0,2021-02-11,0004,Gamma,1,39.99
290aec8d-159f-40fc-8a3e-762b38d92422,2021-02-11,0002,Gamma,1,39.99
4b05bbe3-951d-45df-ba6e-2f26ea552a81,2021-02-11,0002,Gamma,-1,-39.99
d83eaec8-3511-4dcc-9e84-369341d5616a,2021-02-11,0002,Gamma,1,39.99
d4f5a7a6-1351-4fc1-b43b-c46970689b0b,2021-02-11,0002,Gamma,-1,-39.99
c8883445-e1a2-4856-be8e-83447c41ace0,2021-02-12,0008,Gamma,1,39.99
db5aab73-97c2-4ddb-8aa1-c48605bf3358,2021-02-12,0008,Gamma,1,39.99
ea681318-ad27-45ea-b6ad-72047a56c199,2021-02-12,0002,Alpha,1,99.99
2bc41309-bf55-407e-8283-d094233e4bdd,2021-02-13,0008,Alpha,1,99.99
9f7f8ebc-cee2-45c7-a1a9-422038f00b36,2021-02-13,0007,Beta,1,79.99
21cda6ba-4747-4646-a20d-813f43d7f8a0,2021-02-14,0002,Gamma,1,39.99
e76902cb-4f70-48ed-a144-adfb85725d1e,2021-02-14,0002,Gamma,1,39.99
da5261ab-503f-4431-8293-6705045cf981,2021-02-15,0009,Beta,1,79.99
a38d7be2-ef7d-467c-9909-a19ecf335cbb,2021-02-15,0009,Gamma,1,39.99
e8c1b181-9dc9-49f8-b0e3-d614e34b2810,2021-02-15,0007,Alpha,1,99.99
0ed0062e-bdd7-4b6f-96a4-0d18daa45384,2021-02-16,0005,Gamma,1,39.99
79933d83-ae8a-4e18-9e7a-85d5f79eece0,2021-02-16,0005,Gamma,1,39.99
d22abdef-6384-4f6c-93c8-ed4c6c13443c,2021-02-16,0005,Gamma,1,39.99
3469185a-9d81-468c-a3a7-0a5c4270dd83,2021-02-16,0002,Alpha,1,99.99
6915b8dd-d29d-4529-b6e7-3a7b665fff0a,2021-02-16,0002,Alpha,2,199.98
cb560d49-45d1-4821-9ca1-f88b1512a59e,2021-02-16,0001,Gamma,1,39.99
e687c014-48fa-40e7-98cc-35ea2f7fbd04,2021-02-17,0004,Gamma,1,39.99
7aacae73-e27c-4a5a-8f20-d0e88999a4f7,2021-02-17,0002,Gamma,1,39.99
a85cb5b2-095e-47c8-badd-a7dd013fbd7e,2021-02-18,0007,Gamma,1,39.99
2c1158dd-09fd-4fc8-b7de-08e956d22e17,2021-02-18,0002,Alpha,1,99.99
0378429c-2414-4bca-8675-fd0f20cbffb2,2021-02-18,0002,Alpha,1,99.99
7f7e0d3b-73f9-4f0a-99a9-01ff72dc44c9,2021-02-19,0004,Alpha,1,99.99
6aee4c9e-6885-4e00-8f52-1e47cfe8be9f,2021-02-19,0003,Gamma,1,39.99
67fefdaf-d431-490b-831f-2dd3f79761c2,2021-02-20,0008,Alpha,1,99.99
de730ba2-af44-44f4-b992-66304394437d,2021-02-20,0008,Alpha,1,99.99
5f2c967e-8a0e-44ec-9d2a-853589122012,2021-02-20,0007,Gamma,1,39.99
4480b67a-788b-4610-b584-879b9303f801,2021-02-20,0006,Beta,1,79.99
e2287653-ea45-4a11-8948-2381c4e5fc97,2021-02-20,0001,Alpha,1,99.99
8146269f-3260-4432-b832-708fefb28f9c,2021-02-20,0001,Alpha,1,99.99
42f5b090-0f93-41ba-98bd-cf5ff323fe46,2021-02-20,0001,Alpha,1,99.99
6ca974ab-db16-4fd2-b1e7-542896e904a0,2021-02-21,0009,Alpha,1,99.99
7e347cfa-c3dc-4947-ab67-5f5c06020e62,2021-02-21,0003,Gamma,1,39.99
0fceeb28-0cad-4137-b457-24e0f0cdf01e,2021-02-21,0002,Alpha,1,99.99
335bbb0b-a9f9-4d2e-8b8c-00e9b5b80228,2021-02-22,0002,Gamma,1,39.99
10b088ca-c250-469f-a563-7c8a6f812f90,2021-02-22,0002,Gamma,1,39.99
3a6cc1a9-2e07-4735-8256-e5426a46df17,2021-02-23,0008,Gamma,1,39.99
de8f1893-d21a-451e-995c-c99f8055a407,2021-02-23,0008,Gamma,1,39.99
91c97854-6999-44ae-98c7-2c8b69d779b9,2021-02-23,0008,Gamma,1,39.99
5018fbc7-4c37-4edb-add2-d8ea6d899c6e,2021-02-23,0001,Alpha,1,99.99
e732c235-c5b4-43b4-a643-e76ecdef2bc8,2021-02-23,0001,Alpha,1,99.99
f45fe892-aaef-474a-99c8-ee32a60f08b1,2021-02-24,0009,Alpha,1,99.99
33a13d13-a3df-4c39-830f-0aafc52f02e2,2021-02-24,0009,Gamma,1,39.99
e7956d10-d058-41ad-a683-156e45971a04,2021-02-24,0009,Gamma,-1,-39.99
44868430-8e09-400a-bb1c-8c8291ec51fe,2021-02-24,0003,Alpha,1,99.99
bb7e5ee0-aca2-4605-9ac4-b79e8a087402,2021-02-25,0008,Alpha,1,99.99
82c6b531-994f-43a0-9c53-952099bda374,2021-02-25,0008,Alpha,1,99.99
305c7c41-ece7-440b-bd9e-01ef2a5c7c41,2021-02-25,0007,Gamma,1,39.99
f7c309b5-6f6b-4adb-96d7-ae4a3cf01444,2021-02-25,0002,Beta,1,79.99
c97b973b-27b8-4dbe-9062-3c0f36ad6983,2021-02-25,0002,Gamma,1,39.99
dc21145d-6c70-4a33-a877-7a5554908ea2,2021-02-25,0001,Beta,1,79.99
8d30b09a-3350-443d-9c96-b80f73da10af,2021-02-26,0007,Beta,1,79.99
858a2e2b-a804-4563-94ef-298f248b635a,2021-02-26,0003,Alpha,1,99.99
0463dd2b-ad4c-4781-9695-aaf0bfab3184,2021-02-26,0001,Alpha,1,99.99
6cee0f29-274c-4de8-b03a-15bae02f7d6c,2021-02-26,0001,Alpha,1,99.99
5cd23c0d-c84c-4db8-9257-a34e2fc50cae,2021-02-27,0009,Gamma,1,39.99
69794b0c-426d-48ee-abc1-9dcd5ec46186,2021-02-27,0008,Gamma,1,39.99
9757af67-36d5-4cb1-be55-593a197cbe1e,2021-02-27,0008,Gamma,1,39.99
6141ebed-4676-4a08-923b-54e3238e3027,2021-02-27,0003,Gamma,1,39.99
708f1496-e14c-4271-bfda-ae7dcec66eb8,2021-02-28,0008,Gamma,1,39.99
03fe12e6-278f-483b-9485-b05113050bb0,2021-02-28,0008,Gamma,1,39.99
2b11ecdb-16fd-4fab-9fec-f4c14394fab7,2021-02-28,0002,Gamma,1,39.99
1a1b5851-4b87-454e-9e2a-1365bfef3b62,2021-02-28,0001,Alpha,1,99.99
3f191da6-be90-443f-b65e-e0735c90284d,2021-03-01,0007,Alpha,1,99.99
2797b819-fdb6-4531-81c1-84d808b735ba,2021-03-01,0002,Gamma,1,39.99
3f44ef4e-fa9d-4936-88b3-09dca764cdae,2021-03-01,0001,Alpha,1,99.99
3360f186-2725-46a1-b97a-88898b72de9a,2021-03-02,0002,Alpha,1,99.99
5438348d-582f-48a1-9b00-c6b477128f05,2021-03-02,0002,Gamma,1,39.99
2b0d7d66-a15a-407b-a6b8-c58a7952f89f,2021-03-02,0002,Gamma,1,39.99
ecd4deb8-53a4-431b-9556-9863f31aa12b,2021-03-03,0009,Gamma,1,39.99
791ea487-b24a-43ca-950b-ba38e22c2449,2021-03-03,0008,Alpha,1,99.99
a38b1dd8-7d07-4038-8849-69735e5d9475,2021-03-03,0008,Gamma,1,39.99
1e7e3408-add8-4fd1-ade6-bf0409ab52f4,2021-03-03,0002,Beta,1,79.99
9a83379e-3550-4865-8079-338c34d6044b,2021-03-03,0002,Beta,1,79.99
f04ebef9-34e5-46ef-8387-efda6101004c,2021-03-04,0004,Gamma,1,39.99
ac3c90ed-2a11-4ed4-95ac-fdf61e353d0c,2021-03-04,0002,Alpha,1,99.99
35757042-0b2c-489a-a38c-8d9f66aef004,2021-03-04,0002,Alpha,1,99.99
6a6f9411-4070-46c6-aa04-abaab25d9811,2021-03-05,0009,Alpha,1,99.99
db14c605-1022-4211-ae54-61b987233da8,2021-03-05,0008,Alpha,1,99.99
af112d10-6e42-4b08-97d8-1f4f057dc0fc,2021-03-05,0008,Gamma,1,39.99
db396ae4-5390-4063-a7b9-30a955e7cd90,2021-03-05,0007,Gamma,1,39.99
ef242bf9-b35a-4e0f-b241-4efaf59c952c,2021-03-05,0007,Gamma,1,39.99
ed60af29-acc1-4e83-b1e1-31b96c06b699,2021-03-05,0002,Alpha,1,99.99
effdbad0-2537-4b2a-972f-76d2d31c74eb,2021-03-05,0001,Gamma,1,39.99
8df7fd43-f966-4873-9438-0ee3094753da,2021-03-06,0008,Alpha,1,99.99
2162a3cd-eb25-465a-9a8c-11c14b84df6b,2021-03-06,0001,Gamma,1,39.99
87d955d7-e055-4706-b81e-7c6bb15577da,2021-03-06,0001,Gamma,1,39.99
30b984d8-aee5-44ae-a56e-2a68691b1b28,2021-03-07,0009,Gamma,1,39.99
31f9e970-68c5-413f-91c1-182ab2a29dcb,2021-03-07,0008,Alpha,1,99.99
a906293a-88da-4a46-969a-4151e402f71d,2021-03-07,0008,Beta,1,79.99
4b5323cf-aae0-4154-b1f0-b37c3d2e9c28,2021-03-07,0008,Gamma,1,39.99
0485189a-779f-4819-9d83-e8c35391a962,2021-03-07,0002,Gamma,1,39.99
7054da22-4d5f-48a2-9318-2cbcf8977549,2021-03-07,0002,Gamma,1,39.99
25e758a8-ec4c-4a5b-a0f5-6ca33118aca2,2021-03-07,0002,Gamma,1,39.99
22e70880-17cb-4b7b-a476-997f427f2581,2021-03-07,0002,Gamma,1,39.99
7b714b24-c997-4c27-ab42-5d7459184dce,2021-03-07,0001,Alpha,1,99.99
52e96282-6d9c-4e18-8f4a-77f5b68908f9,2021-03-07,0001,Alpha,1,99.99
7b9bb662-73a0-415d-8ab5-7cc54eae9949,2021-03-08,0008,Beta,1,79.99
e8c7f9f1-0066-40ed-a14c-545a6e258e31,2021-03-08,0008,Gamma,2,79.98
e49683fc-5304-4604-b3dd-65a85e376d69,2021-03-08,0007,Gamma,1,39.99
3fb36760-e556-437a-bd4a-c52c78799096,2021-03-08,0002,Beta,1,79.99
1054339c-be61-499f-9105-39634dd655f5,2021-03-09,0008,Gamma,1,39.99
7950632e-a91e-42a5-a5aa-81787a86bd77,2021-03-09,0007,Alpha,1,99.99
5b670bad-7e5c-435a-b9b5-ba854b2c0203,2021-03-10,0008,Alpha,1,99.99
8c8681f5-e891-4f2c-9e7f-e1fd1eecd5db,2021-03-10,0005,Gamma,1,39.99
67983629-3e18-4c74-8926-0beff794e757,2021-03-10,0005,Gamma,1,39.99
e154e3f2-f6cf-4454-b4f3-d0583b5f0999,2021-03-10,0002,Gamma,1,39.99
8004dc44-a457-4799-a766-893d72ca4c2a,2021-03-10,0001,Alpha,1,99.99
498993ea-ee12-4ed3-b000-fd1e28bd41c4,2021-03-11,0007,Alpha,1,99.99
be26b417-a8fd-47d5-a310-d28c10dbde84,2021-03-11,0002,Gamma,1,39.99
ca0200a5-fd25-43e6-b10f-08753c211ae3,2021-03-11,0002,Gamma,1,39.99
988c2736-c506-4349-b1c9-55c51ba7435f,2021-03-12,0008,Alpha,1,99.99
da09ec20-2911-464e-b905-747116058f9a,2021-03-12,0008,Gamma,1,39.99
b7476355-bc66-4abb-8335-b738b6bcf958,2021-03-12,0007,Beta,1,79.99
8f61743c-fd20-45be-9510-8e2ccd8a710c,2021-03-12,0001,Gamma,1,39.99
eebd7fd3-b85c-4e0e-a6c2-1c8ad32a0002,2021-03-12,0001,Gamma,1,39.99
7633a125-e9c8-40e4-a75b-83fe4ff42c84,2021-03-13,0002,Alpha,1,99.99
cefacf8a-42d0-45af-a2f8-d04505ae360a,2021-03-13,0001,Alpha,1,99.99
d55997f0-8a32-451b-aa72-139b5964e86e,2021-03-13,0001,Alpha,1,99.99
4c42ac83-36f5-4131-8338-0bd3e4bcaf76,2021-03-14,0009,Beta,-1,-79.99
ff627869-9e00-471e-8690-3219d0609177,2021-03-14,0008,Alpha,1,99.99
bc117743-cafa-4812-afcb-4615ecb79220,2021-03-14,0005,Alpha,1,99.99
8b9bd7d2-6da2-48eb-a716-82390057c014,2021-03-14,0002,Alpha,1,99.99
706b2aed-e25d-49d4-af43-7eb8692919d5,2021-03-14,0002,Alpha,1,99.99
2208a7a4-175e-4ada-9e96-7e39de57a9e7,2021-03-15,0002,Beta,1,79.99
1964b944-c2c3-4d5b-8878-2d875521bf06,2021-03-16,0009,Alpha,1,99.99
5e58d538-e536-4a35-b0ad-afad658c1ebe,2021-03-16,0009,Alpha,1,99.99
025480bf-be8e-4f60-91d2-c1faf4fc3d2e,2021-03-16,0009,Gamma,1,39.99
38c1d5a2-68c5-46e7-a355-78efad9f56d9,2021-03-16,0008,Alpha,1,99.99
a28be840-dde2-4a42-a958-36ccd7878212,2021-03-16,0008,Alpha,1,99.99
6cb83557-d536-438d-b2bb-adadec1f5687,2021-03-16,0007,Alpha,1,99.99
821fba7d-95b3-448a-91ff-681826f6aeca,2021-03-16,0007,Gamma,1,39.99
a0ad3b32-ff7c-4ef7-a521-62997b71e6c8,2021-03-16,0006,Alpha,1,99.99
e0674878-8efe-415b-97b7-c209a80b9a5c,2021-03-17,0007,Gamma,1,39.99
250a1017-7273-41a1-ad1f-685bd65b4104,2021-03-17,0002,Beta,1,79.99
604d987d-b440-42e0-8730-68e0abd9ba6a,2021-03-17,0002,Gamma,1,39.99
85bdd11e-c608-4dab-ae91-e90ce98e8a0f,2021-03-17,0001,Alpha,1,99.99
d2f51a30-8724-453f-a360-78184fc2df97,2021-03-18,0008,Gamma,-1,-39.99
b4e6046d-5525-41b2-9b91-bbcdbf9a4cd2,2021-03-18,0007,Alpha,1,99.99
9f6146ca-7cdc-4863-81d6-bcee1009bc51,2021-03-18,0007,Gamma,1,39.99
fe344593-6364-48d5-8b1b-9b9bced1b6df,2021-03-18,0003,Gamma,1,39.99
01c82786-b0a4-40ca-bd24-bd478fa2b26c,2021-03-18,0002,Alpha,1,99.99
72f03425-3c00-40be-b552-006e96ed4b6c,2021-03-18,0001,Gamma,1,39.99
0bb3ba6c-4ff7-4dcd-8bc4-1763bd0f8e7d,2021-03-19,0009,Gamma,1,39.99
46c18d8f-59d0-4a0c-893c-f447790e5c65,2021-03-19,0009,Gamma,1,39.99
d223b2c2-fd78-45fa-87cf-a4ae424031c3,2021-03-19,0003,Gamma,1,39.99
e6282fed-d9c1-4b43-a7c6-26b2a4411b40,2021-03-20,0003,Alpha,1,99.99
fdbfa5bc-2252-4df5-95dd-0e49fe866d9a,2021-03-20,0002,Gamma,1,39.99
3e3d69eb-77d9-41bb-bae1-a7cf2f9a2a44,2021-03-20,0001,Gamma,1,39.99
7d04a5ee-26a5-41bb-a7fe-d588032ac5fc,2021-03-20,0001,Gamma,1,39.99
c35257f2-e8e9-4809-8969-6504aa418223,2021-03-21,0002,Alpha,1,99.99
61e80332-2321-4ebf-bee8-25634cfe3bea,2021-03-21,0002,Alpha,1,99.99
bf6a9b52-1e84-4cb9-8171-53c8a6625d76,2021-03-21,0002,Alpha,1,99.99
79639c56-467b-43e9-bb73-887b248228f0,2021-03-21,0002,Gamma,1,39.99
554f4b65-adb7-48f5-859e-ee1bfd5f78d9,2021-03-22,0009,Gamma,1,39.99
90265e2a-d155-4269-a581-1779bfc431a1,2021-03-22,0001,Beta,1,79.99
48b1a061-0480-4c15-b374-5fc804a0ed26,2021-03-23,0005,Alpha,1,99.99
7991e213-e034-4036-8e50-db8752cf4d6e,2021-03-23,0002,Beta,1,79.99
055edf0e-b31e-4ed5-acdc-a82e1947c046,2021-03-23,0002,Gamma,1,39.99
e3147f26-f0cb-4cc8-900c-7408ae133e82,2021-03-24,0008,Alpha,1,99.99
1049fc21-7b4d-4c05-92c2-297da98712c6,2021-03-24,0008,Alpha,1,99.99
c01977a6-0412-4908-ab96-801ecf98b17a,2021-03-25,0006,Gamma,1,39.99
bdc35534-ec99-4e00-aac2-97446fabce01,2021-03-25,0002,Beta,1,79.99
9fc9bce8-9188-4ea5-bafc-5f7d229f9cce,2021-03-25,0001,Beta,1,79.99
f6695a70-8925-497c-86fc-68a9ba1a424f,2021-03-25,0001,Gamma,1,39.99
aeda335b-ab1a-49c8-9979-4e3d38a47396,2021-03-25,0001,Gamma,1,39.99
a15c6661-f6f5-4088-8131-3256daf31ff0,2021-03-26,0007,Alpha,1,99.99
12f83675-4197-4539-81de-fa92eafb6161,2021-03-26,0003,Gamma,1,39.99
42975579-b5ef-4260-8684-e0d03d4ceb92,2021-03-27,0007,Gamma,1,39.99
fa2a644a-11d2-4074-9c5e-588bdb581a61,2021-03-27,0007,Gamma,2,79.98
3b097ffe-67ff-4b61-9d30-e7b7aca09d80,2021-03-27,0007,Gamma,1,39.99
7cb5ab3b-ebce-43ce-b871-42a4ac540825,2021-03-28,0009,Gamma,1,39.99
2e13541f-8b58-4f28-9434-4935cacba123,2021-03-28,0008,Gamma,1,39.99
275eb537-e2d3-463e-b07f-fd2d99f0335f,2021-03-28,0008,Gamma,1,39.99
7a6ab147-af60-4710-86e3-f08e52793705,2021-03-28,0002,Gamma,1,39.99
8193697c-a808-4fdd-8864-3d0d014e36e2,2021-03-29,0009,Gamma,-1,-39.99
f6c8c594-18ac-47b4-83f2-a4c316aec9dd,2021-03-29,0008,Alpha,-1,-99.99
c85d416a-dc6e-40da-b754-14406e847eaf,2021-03-29,0002,Gamma,1,39.99
6b924617-f22a-443d-a131-a4ef8402c186,2021-03-29,0002,Gamma,1,39.99
abbe4658-627f-43fb-825a-0529d51b8b4c,2021-03-29,0002,Gamma,1,39.99
1c044668-8acb-4b9b-be1e-79a29932eb3e,2021-03-30,0009,Alpha,1,99.99
4eefec06-7730-44e2-be76-403d6e6e8bb8,2021-03-30,0008,Alpha,1,99.99
baa82b87-550f-41b1-a060-367062e8e007,2021-03-30,0008,Beta,1,79.99
ce7cbb5b-47c6-4427-86b2-61bc03a05951,2021-03-30,0008,Beta,1,79.99
a31628c1-5145-4799-b871-f8d0289126f4,2021-03-30,0008,Gamma,1,39.99
b3c4f457-4272-4b1a-9d80-4482b961c3ff,2021-03-30,0007,Alpha,1,99.99
a8dcc46e-8bee-4dbe-bf64-25879f2163c4,2021-03-30,0007,Alpha,1,99.99
4adb8278-92d0-4a52-9e7a-55f81a299e14,2021-03-30,0007,Gamma,1,39.99
ac3dae47-b830-4fbe-8c5c-fef0072df254,2021-03-30,0002,Alpha,1,99.99
43923ff7-d3b9-41a6-9e56-7749d81f8f77,2021-03-31,0002,Alpha,1,99.99
825f3e78-dc57-4df6-b041-6f2ff51b997c,2021-03-31,0002,Gamma,-1,-39.99
90da276a-8fd4-45d5-b5b3-8b291eaafd44,2021-03-31,0001,Alpha,1,99.99
171bc791-2087-400e-a333-ab6a0b7749c8,2021-04-01,0008,Gamma,1,39.99
4a9d310d-88c3-4ef4-8a5f-e020753ef1fd,2021-04-01,0002,Gamma,1,39.99
e85d2f52-0194-4367-b1c6-532b76f4718c,2021-04-01,0001,Gamma,1,39.99
72912985-2104-4bb8-a144-531f0ebf28ba,2021-04-02,0008,Alpha,1,99.99
15f6e407-b697-4be9-a6a3-27a6bf4e6172,2021-04-02,0008,Beta,3,239.97
5a487b3b-31bb-4b3d-9e57-4f2fdc884069,2021-04-02,0003,Gamma,1,39.99
dc65d650-93f1-4f6f-b824-83165aed0df1,2021-04-03,0007,Alpha,1,99.99
b2de615e-8965-45a6-8938-61db175d95e6,2021-04-03,0007,Alpha,1,99.99
1d8807f2-3d6b-4bf9-a25e-c441ab7af1b6,2021-04-03,0007,Alpha,1,99.99
35a1964a-3159-4d17-a375-d7c2f34b375a,2021-04-03,0007,Alpha,1,99.99
e1dd4f58-398c-407c-8b02-6713c2b98df8,2021-04-03,0001,Alpha,1,99.99
dbe531d2-f5cd-401a-9aa4-f518f0dc5907,2021-04-04,0009,Alpha,1,99.99
53940056-e6c4-4510-a204-78e49d23224b,2021-04-04,0008,Alpha,1,99.99
a13daa40-4334-4b6f-b288-119f228511a6,2021-04-04,0007,Alpha,1,99.99
501525f1-ab94-4b38-b3cd-a906d7b346bd,2021-04-04,0001,Gamma,1,39.99
e5eef3d8-9535-4f90-80d0-ad9b65ddb223,2021-04-04,0001,Gamma,1,39.99
0b969fb0-fe88-4a93-ba60-d6818feb8678,2021-04-05,0003,Alpha,1,99.99
f515d3d6-c1cd-4eec-a430-87d0ac84a4d8,2021-04-05,0002,Beta,1,79.99
61ec80f7-8365-43bd-826b-44b29a225815,2021-04-05,0002,Gamma,1,39.99
cbad0c5b-d202-4985-8039-2f0f5b1d3202,2021-04-05,0002,Gamma,1,39.99
dd6186c6-28d5-4d9e-ad1f-23f757d5836b,2021-04-05,0002,Gamma,1,39.99
b0da53cf-4d0c-4ff6-8ec0-7375e7b9dca3,2021-04-06,0008,Gamma,1,39.99
49555d19-2a0f-425b-988a-95e80b4d3165,2021-04-06,0007,Alpha,1,99.99
e17d0e40-95e2-4bc6-aa7e-551e294a1cda,2021-04-06,0007,Alpha,1,99.99
8ba545ed-1d2d-433e-ba68-88f4d1c0d7f5,2021-04-07,0008,Alpha,1,99.99
789b7a0a-a305-4218-9e6f-df1dc7009812,2021-04-07,0008,Alpha,1,99.99
fa98392d-1e0c-4bb5-a83e-6ece41671551,2021-04-07,0008,Gamma,1,39.99
f248a824-6636-4dc6-8b0d-e16f8dc91c0e,2021-04-07,0008,Gamma,1,39.99
b662ccc5-69a8-4160-9206-2fb5b87bb0d1,2021-04-07,0008,Gamma,1,39.99
ba913d62-178c-4688-868d-8bb1fcb978ce,2021-04-08,0009,Alpha,1,99.99
68274291-6227-4ba5-b1ff-a8744a00d724,2021-04-08,0009,Alpha,1,99.99
715e7ed0-0299-404b-a95a-ab87a53d9ea1,2021-04-08,0002,Alpha,1,99.99
203a796d-2c8a-4b25-871e-9801a7a7d276,2021-04-08,0002,Alpha,1,99.99
395f6378-9d66-4ced-ba57-83e946819e77,2021-04-08,0001,Alpha,1,99.99
14237057-7995-4055-a33b-bebaca70c26b,2021-04-08,0001,Alpha,1,99.99
17aa1a18-2d9e-4802-845c-e9a1110bde43,2021-04-08,0001,Alpha,1,99.99
6f8a4715-b863-4d19-8e7f-4d2f5419ff02,2021-04-09,0009,Gamma,1,39.99
3dc7ed18-0642-4c42-976e-db823f60bbe0,2021-04-09,0002,Beta,1,79.99
0c07649a-20cc-4cbd-9505-cd7cad70c638,2021-04-09,0002,Beta,1,79.99
375417fa-fa96-4cc8-9e9c-c80971c71eca,2021-04-09,0001,Gamma,1,39.99
daa44f11-ab5e-4fc2-9fbd-858a3b01e48d,2021-04-09,0001,Gamma,1,39.99
024c4d65-7fb4-4732-9d14-c6f21861430f,2021-04-10,0009,Alpha,2,199.98
41a6e1e3-da11-4a5d-9853-0271f9c868c2,2021-04-10,0007,Beta,1,79.99
ef2619fc-8f0f-4bfa-bcff-5c3f41881120,2021-04-10,0007,Beta,1,79.99
53e51f59-43cf-461a-9b1f-309571e43037,2021-04-10,0002,Beta,1,79.99
c747f0ba-328f-4e0e-b9c1-089950a7041d,2021-04-11,0008,Alpha,1,99.99
f05ab2bd-8ee1-4b46-8e03-808bb8b1a7d5,2021-04-11,0008,Gamma,1,39.99
7a61af60-c5de-4b6c-a091-f450b18fa5d1,2021-04-12,0009,Gamma,1,39.99
657ce61f-7fee-4570-b353-6b92dec12dc8,2021-04-13,0008,Alpha,1,99.99
b093fbe7-35e7-4cb7-822b-55164ec47674,2021-04-13,0007,Alpha,1,99.99
79256ebd-2ddc-451f-a17c-54b0c56ec51e,2021-04-13,0007,Gamma,1,39.99
d6379d25-58b6-40bf-a3a4-8c023f0324ba,2021-04-13,0007,Gamma,1,39.99
d8e11a5f-1c01-41c9-865d-7ced79b92a16,2021-04-13,0006,Alpha,1,99.99
73340d35-1626-4248-bcfd-891630542fd2,2021-04-13,0006,Alpha,1,99.99
d9c899d8-d480-4edb-b358-989cee2697b5,2021-04-13,0005,Alpha,1,99.99
80016725-66b0-4b31-8302-bddaa58089ce,2021-04-13,0002,Gamma,1,39.99
ed13dab2-d665-42ec-9d88-509315664033,2021-04-13,0002,Gamma,1,39.99
f1d27e30-c905-4cea-9ada-29a4438a319f,2021-04-14,0009,Beta,1,79.99
